Date,Open,High,Low,Close,Volume
2011-11-05,2.27,2.32,2.064,2.176,259.1
2011-11-06,2.176,2.217,2.098,2.17,298.91
2011-11-07,2.17,2.236,2.17,2.21,322.17
2011-11-08,2.21,2.338,2.17,2.234,735.29
2011-11-09,2.234,2.306,2.146,2.15,816.9
2011-11-10,2.15,2.182,2.1,2.117,526.51
2011-11-11,2.117,2.22,2.117,2.22,897.22
2011-11-12,2.22,2.27,2.166,2.166,374.53
2011-11-13,2.166,2.207,2.125,2.17,205.14
2011-11-14,2.17,2.19,1.578,1.578,3084.43
2011-11-15,1.578,1.778,1.588,1.718,657.34
2011-11-16,1.718,1.922,1.72,1.922,774.76
2011-11-17,1.922,1.92,1.519,1.694,2017.21
2011-11-18,1.694,1.725,1.521,1.521,2273.86
2011-11-19,1.521,1.649,1.51,1.618,106.69
2011-11-20,1.618,1.79,1.617,1.636,474.1
2011-11-21,1.636,1.732,1.61,1.732,1299.39
2011-11-22,1.732,1.775,1.708,1.75,497.59
2011-11-23,1.75,1.763,1.693,1.7,755.73
2011-11-24,1.7,1.906,1.72,1.85,480.48
2011-11-25,1.85,1.892,1.752,1.825,4183.58
2011-11-26,1.825,1.899,1.851,1.852,282.41
2011-11-27,1.852,1.904,1.852,1.852,190.85
2011-11-28,1.852,1.951,1.862,1.915,679.52
2011-11-29,1.915,2.25,1.944,2.13,1395.64
2011-11-30,2.13,2.298,2.1,2.205,3631.42
2011-12-01,2.205,2.36,2.187,2.28,721.56
2011-12-02,2.28,2.363,2.28,2.3,1259.5
2011-12-03,2.3,2.3,2.063,2.063,3044.33
2011-12-04,2.063,2.15,1.977,2.116,501.99
2011-12-05,2.116,2.204,2.116,2.144,1001.42
2011-12-06,2.144,2.3,2.193,2.234,692.9
2011-12-07,2.234,2.31,2.189,2.189,395.61
2011-12-08,2.189,2.292,2.198,2.259,1712.77
2011-12-09,2.259,2.3,2.234,2.234,555.64
2011-12-10,2.234,2.343,2.223,2.343,451.62
2011-12-11,2.343,2.495,2.293,2.48,450.38
2011-12-12,2.48,2.49,2.313,2.342,433.28
2011-12-13,2.342,2.492,2.36,2.421,137.72
2011-12-14,2.421,2.488,2.323,2.41,1802.62
2011-12-15,2.41,2.5,2.4,2.46,789.03
2011-12-16,2.46,2.516,2.445,2.45,902.23
2011-12-17,2.45,2.512,2.401,2.43,383.63
2011-12-18,2.43,2.46,2.409,2.46,59.99
2011-12-19,2.46,2.79,2.46,2.695,2195.56
2011-12-20,2.695,3.36,2.695,3.124,1946.32
2011-12-21,3.124,3.12,2.96,3.015,1586.73
2011-12-22,3.015,3.118,2.764,3,827.38
2011-12-23,3,3.088,2.93,3.07,2892.08
2011-12-24,3.07,3.065,3.02,3.02,150.23
2011-12-25,3.02,3.345,2.96,3.28,1039.11
2011-12-26,3.28,3.332,2.999,3.12,642.63
2011-12-27,3.12,3.187,3.034,3.11,2885.84
2011-12-28,3.11,3.28,3.1,3.28,955.64
2011-12-29,3.28,3.3,3.21,3.21,183.36
2011-12-30,3.21,3.378,3.211,3.378,3093.13
2011-12-31,3.378,3.82,3.3,3.548,919.09
2012-01-01,3.548,4.21,3.553,4.107,1347.83
2012-01-02,4.107,4.3,3.802,4.018,1255.56
2012-01-03,4.018,4.151,3.621,3.7,1803.96
2012-01-04,3.7,4.411,3.7,4.234,2212.46
2012-01-05,4.234,5.469,4.224,5.469,3068.27
2012-01-06,5.469,5.711,4.9,5.2,3371.37
2012-01-07,5.2,5.36,4.935,5.25,499.61
2012-01-08,5.25,5.5,5.283,5.432,346.6
2012-01-09,5.432,5.6,4.665,4.9,1449.17
2012-01-10,4.9,5.28,4.831,5.2,2425.03
2012-01-11,5.2,5.534,5.086,5.5,2261.78
2012-01-12,5.5,5.591,5.1,5.28,1987.41
2012-01-13,5.28,5.36,5.1,5.151,1067.75
2012-01-14,5.151,5.453,4.998,5.31,4089.49
2012-01-15,5.31,5.56,5.3,5.429,1327.53
2012-01-16,5.429,5.6,5.125,5.165,2025.62
2012-01-17,5.165,5.5,3.724,4.45,4866.34
2012-01-18,4.45,5.32,4.096,4.508,1875.59
2012-01-19,4.508,4.98,4.498,4.95,3416.71
2012-01-20,4.95,5.2,4.879,5.05,2007.43
2012-01-21,5.05,5.076,4.763,4.802,1752.28
2012-01-22,4.802,5.01,4.801,5,1171.4
2012-01-23,5,5.037,4.764,4.93,799.51
2012-01-24,4.93,4.969,4.8,4.953,639.08
2012-01-25,4.953,4.927,4.3,4.54,4518.13
2012-01-26,4.54,4.59,4.194,4.237,1466.99
2012-01-27,4.237,4.219,3.94,4.057,2517.4
2012-01-28,4.057,4.437,3.907,4.402,1697.03
2012-01-29,4.402,4.312,4.081,4.137,1167.78
2012-01-30,4.137,4.3,4.106,4.294,553.77
2012-01-31,4.294,4.34,4.207,4.251,476.07
2012-02-01,4.251,4.699,4.147,4.699,1275.08
2012-02-02,4.699,4.777,4.5,4.674,1812.84
2012-02-03,4.674,4.67,4.479,4.65,555.92
2012-02-04,4.65,4.62,4.5,4.53,191.49
2012-02-05,4.53,4.53,4.2,4.38,815.4
2012-02-06,4.38,4.416,4.143,4.143,1781.1
2012-02-07,4.143,4.4,4.23,4.392,1272.36
2012-02-08,4.392,4.45,4.138,4.28,2076.96
2012-02-09,4.28,4.401,4.273,4.4,541.21
2012-02-10,4.4,4.589,4.361,4.564,1290.37
2012-02-11,4.564,4.614,4.303,4.345,1686.09
2012-02-12,4.345,4.461,4.16,4.282,1182.42
2012-02-13,4.282,4.31,4.047,4.09,815.28
2012-02-14,4.09,4.087,3.22,3.451,6190.24
2012-02-15,3.451,3.698,3.2,3.2,2732.39
2012-02-16,3.2,3.453,3.055,3.304,3677.54
2012-02-17,3.304,3.58,3.292,3.292,1470.91
2012-02-18,3.292,3.478,3.205,3.29,1326.5
2012-02-19,3.29,3.457,3.205,3.407,736.54
2012-02-20,3.407,3.441,3.3,3.372,1228.46
2012-02-21,3.372,3.391,3.184,3.25,1702.74
2012-02-22,3.25,3.5,3.26,3.464,3443.33
2012-02-23,3.464,3.991,3.437,3.782,1152.67
2012-02-24,3.782,3.869,3.65,3.851,2633.11
2012-02-25,3.851,3.874,3.557,3.557,1172.75
2012-02-26,3.557,3.81,3.567,3.67,913.57
2012-02-27,3.67,3.801,3.688,3.761,454.66
2012-02-28,3.761,3.79,3.616,3.636,1422.94
2012-02-29,3.636,3.732,3.6,3.709,2654.94
2012-03-01,3.709,3.798,3.71,3.752,1792.65
2012-03-02,3.752,3.8,3.42,3.528,1542.38
2012-03-03,3.528,3.64,3.427,3.557,433.19
2012-03-04,3.557,3.75,3.519,3.7,436.69
2012-03-05,3.7,3.835,3.638,3.743,999.8
2012-03-06,3.743,3.9,3.655,3.84,1807.11
2012-03-07,3.84,3.889,3.695,3.834,699.85
2012-03-08,3.834,3.85,3.714,3.816,1963.1
2012-03-09,3.816,3.828,3.714,3.788,1280.32
2012-03-10,3.788,3.803,3.568,3.7,1791.84
2012-03-11,3.7,3.773,3.563,3.71,482.91
2012-03-12,3.71,3.808,3.602,3.65,1330.7
2012-03-13,3.65,4.06,3.65,4.055,1881.74
2012-03-14,4.055,4.26,4.01,4.23,1280.89
2012-03-15,4.23,4.26,4.01,4.109,918.79
2012-03-16,4.109,4.221,4.01,4.195,1862.64
2012-03-17,4.195,4.209,3.979,4.083,1136.18
2012-03-18,4.083,4.136,4.016,4.1,673.09
2012-03-19,4.1,4.119,3.5,3.59,2664.41
2012-03-20,3.59,3.774,3.59,3.757,1436.17
2012-03-21,3.757,3.755,3.636,3.636,1011.97
2012-03-22,3.636,3.762,3.567,3.602,2377.62
2012-03-23,3.602,3.712,3.567,3.62,2407.84
2012-03-24,3.62,3.651,3.557,3.59,1276.73
2012-03-25,3.59,3.599,3.322,3.44,2205.58
2012-03-26,3.44,3.631,3.352,3.53,3025.13
2012-03-27,3.53,3.709,3.469,3.709,2199.94
2012-03-28,3.709,3.71,3.591,3.633,2602.3
2012-03-29,3.633,3.699,3.6,3.695,1871.95
2012-03-30,3.695,3.745,3.6,3.745,1243.6
2012-03-31,3.745,3.745,3.68,3.735,344.92
2012-04-01,3.735,3.735,3.62,3.66,1091.88
2012-04-02,3.66,3.82,3.623,3.82,1026.36
2012-04-03,3.82,3.825,3.623,3.809,1677.19
2012-04-04,3.809,3.818,3.724,3.797,305.43
2012-04-05,3.797,3.84,3.704,3.819,1487.34
2012-04-06,3.819,3.89,3.7,3.7,2831.62
2012-04-07,3.7,3.87,3.676,3.676,1165.37
2012-04-08,3.676,3.734,3.626,3.722,582.76
2012-04-09,3.722,3.756,3.646,3.73,483.73
2012-04-10,3.73,3.786,3.646,3.71,643.97
2012-04-11,3.71,3.85,3.69,3.82,1897.03
2012-04-12,3.82,3.829,3.744,3.8,585.67
2012-04-13,3.8,3.815,3.69,3.8,1549.1
2012-04-14,3.8,3.85,3.71,3.85,515.71
2012-04-15,3.85,3.85,3.738,3.8,554.45
2012-04-16,3.8,3.88,3.705,3.863,350.5
2012-04-17,3.863,3.919,3.708,3.9,3436.02
2012-04-18,3.9,4.01,3.85,3.985,5879.13
2012-04-19,3.985,4.038,3.86,3.98,1843.86
2012-04-20,3.98,4.09,3.97,4.05,2391.74
2012-04-21,4.05,4.1,3.96,4.006,647.28
2012-04-22,4.006,4.078,3.915,4.009,279.26
2012-04-23,4.009,4.027,3.84,3.84,1354.09
2012-04-24,3.84,3.999,3.829,3.92,2049.7
2012-04-25,3.92,3.998,3.91,3.998,567.65
2012-04-26,3.998,3.98,3.855,3.953,1946.83
2012-04-27,3.953,3.956,3.855,3.95,3049.54
2012-04-28,3.95,3.946,3.755,3.83,4174.69
2012-04-29,3.83,3.824,3.762,3.8,192.31
2012-04-30,3.8,3.843,3.762,3.827,555.99
2012-05-01,3.827,3.854,3.755,3.84,346
2012-05-02,3.84,3.92,3.81,3.81,915.78
2012-05-03,3.81,3.915,3.8,3.851,1144.36
2012-05-04,3.851,4.005,3.873,3.971,1720.44
2012-05-05,3.971,3.97,3.89,3.92,1063.4
2012-05-06,3.92,3.965,3.848,3.942,1842.25
2012-05-07,3.942,3.957,3.863,3.9,1353.17
2012-05-08,3.9,3.94,3.851,3.911,676.54
2012-05-09,3.911,3.99,3.897,3.969,1817.38
2012-05-10,3.969,3.98,3.8,3.821,1715.78
2012-05-11,3.821,3.928,3.8,3.894,3781.14
2012-05-12,3.894,3.908,3.84,3.89,874.51
2012-05-13,3.89,3.89,3.84,3.84,1005.27
2012-05-14,3.84,3.9,3.805,3.9,1353.58
2012-05-15,3.9,3.986,3.876,3.92,1886.09
2012-05-16,3.92,3.986,3.907,3.917,1346.23
2012-05-17,3.917,4,3.914,3.99,1657.79
2012-05-18,3.99,4.142,3.979,4.125,4220.52
2012-05-19,4.125,4.142,4.01,4.01,3181.47
2012-05-20,4.01,4.025,3.95,4.025,1614.63
2012-05-21,4.025,4.109,3.998,4.079,1815.62
2012-05-22,4.079,4.1,3.99,4.093,2143.73
2012-05-23,4.093,4.1,3.99,4.019,4298.48
2012-05-24,4.019,4.092,3.99,4.002,2015.23
2012-05-25,4.002,4.1,4.03,4.089,2021.27
2012-05-26,4.089,4.197,4.05,4.05,2052.91
2012-05-27,4.05,4.15,4.1,4.15,1034.84
2012-05-28,4.15,4.2,4,4.04,3303.81
2012-05-29,4.04,4.12,4.04,4.12,1733.43
2012-05-30,4.12,4.149,4.05,4.14,1479.35
2012-05-31,4.14,4.158,4.071,4.158,911.09
2012-06-01,4.158,4.23,4.13,4.16,2201.6
2012-06-02,4.16,4.176,4.133,4.171,684.41
2012-06-03,4.171,4.28,4.171,4.24,1632.94
2012-06-04,4.24,4.383,4.2,4.305,5223.29
2012-06-05,4.305,4.454,4.3,4.356,4523.64
2012-06-06,4.356,4.481,4.374,4.382,1105.16
2012-06-07,4.382,4.527,4.4,4.472,2798.97
2012-06-08,4.472,4.605,4.472,4.565,4013.84
2012-06-09,4.565,4.62,4.468,4.51,1442.02
2012-06-10,4.51,4.529,4.427,4.427,1363.13
2012-06-11,4.427,4.5,4.381,4.5,1575.16
2012-06-12,4.5,4.617,4.424,4.574,3582.3
2012-06-13,4.574,4.864,4.585,4.844,3294.37
2012-06-14,4.844,4.855,4.69,4.793,5455.13
2012-06-15,4.793,5.242,4.8,5.242,3605.96
2012-06-16,5.242,5.314,5.087,5.175,2575.87
2012-06-17,5.175,5.238,4.939,5.026,2633.8
2012-06-18,5.026,5.123,4.9,5.118,1410.77
2012-06-19,5.118,5.198,5.088,5.14,1886.09
2012-06-20,5.14,5.437,5.036,5.408,4034.84
2012-06-21,5.408,5.438,5.266,5.329,4228.82
2012-06-22,5.329,5.329,5.159,5.179,1875.33
2012-06-23,5.179,5.323,5.164,5.27,1180.62
2012-06-24,5.27,5.24,5.061,5.12,1003.7
2012-06-25,5.12,5.084,4.958,4.999,1623.19
2012-06-26,4.999,5.2,4.967,5.196,3355.46
2012-06-27,5.196,5.383,5.071,5.191,1752.8
2012-06-28,5.191,5.463,5.148,5.339,4038.14
2012-06-29,5.339,5.491,5.293,5.426,4311.99
2012-06-30,5.426,5.45,5.336,5.336,1689.92
2012-07-01,5.336,5.395,5.25,5.3,1411.88
2012-07-02,5.3,5.5,5.301,5.427,2128.66
2012-07-03,5.427,5.438,5.2,5.25,4981.55
2012-07-04,5.25,5.268,5.2,5.204,1602.17
2012-07-05,5.204,5.35,5.19,5.329,2522.22
2012-07-06,5.329,5.45,5.266,5.45,1606.45
2012-07-07,5.45,5.62,5.359,5.6,3526.99
2012-07-08,5.6,5.663,5.41,5.548,2941.53
2012-07-09,5.548,5.75,5.529,5.745,3473.52
2012-07-10,5.745,6,5.597,5.992,5732.92
2012-07-11,5.992,5.993,5.821,5.932,1794.16
2012-07-12,5.932,6.291,5.812,6.291,1550
2012-07-13,6.291,6.5,6.135,6.21,5586.26
2012-07-14,6.21,6.362,6.054,6.33,1196.32
2012-07-15,6.33,6.318,6.127,6.218,574.1
2012-07-16,6.218,7.047,6.216,6.95,2161.21
2012-07-17,6.95,7.603,6.165,7.09,6309.95
2012-07-18,7.09,7.5,7.086,7.288,4263.41
2012-07-19,7.288,7.708,7.093,7.14,7055.5
2012-07-20,7.14,7.215,6.23,7.07,7804.8
2012-07-21,7.07,7.75,6.693,7.363,3744.89
2012-07-22,7.363,7.48,6.88,7.024,2642.66
2012-07-23,7.024,7.402,6.517,7.096,5190.35
2012-07-24,7.096,7.304,7,7.15,1620.38
2012-07-25,7.15,7.3,7,7.3,6906
2012-07-26,7.3,7.374,7.16,7.338,1917.38
2012-07-27,7.338,7.4,7.16,7.241,2614.46
2012-07-28,7.241,7.285,7.004,7.103,2331.55
2012-07-29,7.103,7.269,7.016,7.016,470.95
2012-07-30,7.016,7.41,7.012,7.25,5762.41
2012-07-31,7.25,7.604,7.25,7.5,5772.24
2012-08-01,7.5,7.748,7.479,7.678,3751.89
2012-08-02,7.678,8.93,7.658,8.559,6496.26
2012-08-03,8.559,8.999,8.453,8.988,2902.59
2012-08-04,8.988,9.35,8.772,8.865,2493.2
2012-08-05,8.865,8.997,8.302,8.835,6328.72
2012-08-06,8.835,8.948,8.5,8.857,4469.24
2012-08-07,8.857,9.1,8.7,8.955,4869.59
2012-08-08,8.955,9.1,8.85,9,2327.6
2012-08-09,9,9.699,8.695,9.012,8953.99
2012-08-10,9.012,9.321,9.073,9.321,2252.04
2012-08-11,9.321,9.29,9.164,9.29,633.36
2012-08-12,9.29,9.398,9.164,9.253,1927.42
2012-08-13,9.253,9.7,9.28,9.652,4819.12
2012-08-14,9.652,9.9,9.65,9.9,3884.04
2012-08-15,9.9,10.94,9.838,10.72,4121.37
2012-08-16,10.72,11,10.44,10.99,4015.26
2012-08-17,10.99,12.5,8.508,9.541,12941.77
2012-08-18,9.541,10.71,8.933,9.418,6715.62
2012-08-19,9.418,9.503,6.168,6.3,9898.3
2012-08-20,6.3,8.558,6.43,8.075,9525.64
2012-08-21,8.075,8.54,7.945,8.146,10223.9
2012-08-22,8.146,8.248,7.593,7.91,8939.3
2012-08-23,7.91,8.329,7.75,8.317,5275.08
2012-08-24,8.317,8.49,7.95,8.45,3224.84
2012-08-25,8.45,8.678,8.1,8.44,5321.33
2012-08-26,8.44,8.68,8.36,8.676,2024
2012-08-27,8.676,9.654,8.501,8.953,7477.62
2012-08-28,8.953,9.102,8.59,8.691,3292.23
2012-08-29,8.691,9,8.62,8.641,4637.2
2012-08-30,8.641,8.893,8.54,8.54,3254.81
2012-08-31,8.54,8.78,7.81,8.065,5866.95
2012-09-01,8.065,8.112,7.752,8.1,1180.89
2012-09-02,8.1,8.405,7.85,8.18,4290.24
2012-09-03,8.18,8.4,8.15,8.4,1607.39
2012-09-04,8.4,8.51,8.17,8.36,3315.53
2012-09-05,8.36,8.7,8.26,8.7,3868.03
2012-09-06,8.7,8.9,8.503,8.819,3080.78
2012-09-07,8.819,8.85,8.493,8.603,3162.93
2012-09-08,8.603,8.864,8.401,8.729,1849.4
2012-09-09,8.729,8.8,8.455,8.64,2445.33
2012-09-10,8.64,8.79,8.601,8.64,1167.16
2012-09-11,8.64,8.9,8.351,8.71,11441.68
2012-09-12,8.71,8.9,8.63,8.732,2516.18
2012-09-13,8.732,9.06,8.55,8.8,5953.63
2012-09-14,8.8,9.023,8.751,9,3055.74
2012-09-15,9,9.01,8.766,8.947,2809.62
2012-09-16,8.947,9.1,8.917,8.98,2884.5
2012-09-17,8.98,9.09,8.961,8.972,1994.79
2012-09-18,8.972,9.429,8.972,9.41,4252.29
2012-09-19,9.41,9.75,9.41,9.457,6508.42
2012-09-20,9.457,9.7,9.316,9.447,3001.07
2012-09-21,9.447,9.68,9.409,9.57,2728.8
2012-09-22,9.57,9.55,9.3,9.4,1963.8
2012-09-23,9.4,9.43,9.121,9.373,2098.05
2012-09-24,9.373,9.49,9.076,9.208,3698.37
2012-09-25,9.208,9.45,9.201,9.312,2101.44
2012-09-26,9.312,9.5,9.31,9.498,1771.09
2012-09-27,9.498,9.65,9.388,9.65,2703.91
2012-09-28,9.65,9.7,9.458,9.582,1931.43
2012-09-29,9.582,9.699,9.551,9.61,633.05
2012-09-30,9.61,9.689,9.451,9.633,976.34
2012-10-01,9.633,9.669,9.4,9.548,1716.37
2012-10-02,9.548,9.85,9.548,9.73,2880.42
2012-10-03,9.73,9.99,9.75,9.86,3680.56
2012-10-04,9.86,10.1,9.8,9.8,3540.21
2012-10-05,9.8,9.9,9.7,9.752,1432.74
2012-10-06,9.752,9.9,9.7,9.726,3088.57
2012-10-07,9.726,9.739,9.21,9.21,4557.27
2012-10-08,9.21,9.211,8.211,9.039,5616.92
2012-10-09,9.039,9.5,8.969,9.199,4089.69
2012-10-10,9.199,9.5,9.089,9.401,2353.22
2012-10-11,9.401,9.5,9.267,9.322,3653.21
2012-10-12,9.322,9.426,9.1,9.218,5231.73
2012-10-13,9.218,9.25,9.15,9.15,601.59
2012-10-14,9.15,9.24,9.04,9.179,2243.76
2012-10-15,9.179,9.235,8.771,9.159,3861.65
2012-10-16,9.159,9.246,8.957,9.1,2439.52
2012-10-17,9.1,9.2,9.06,9.098,2071.47
2012-10-18,9.098,9.225,9.03,9.093,2416.68
2012-10-19,9.093,9.228,9,9,1825.87
2012-10-20,9,9.15,8.95,9.091,1359.68
2012-10-21,9.091,9.09,8.787,8.946,1637.24
2012-10-22,8.946,9.18,8.872,8.938,1638.65
2012-10-23,8.938,9.1,8.589,8.93,8484.42
2012-10-24,8.93,9.05,8.78,8.974,1701.81
2012-10-25,8.974,8.975,8.2,8.349,4450.55
2012-10-26,8.349,8.531,7.65,7.803,6438.51
2012-10-27,7.803,8.425,7.742,8.088,3165.28
2012-10-28,8.088,8.303,8.025,8.27,1008.82
2012-10-29,8.27,8.443,8,8.3,2921.68
2012-10-30,8.3,8.34,8.151,8.265,2404.02
2012-10-31,8.265,8.621,8.287,8.621,3314.48
2012-11-01,8.621,8.775,8.03,8.252,3093.25
2012-11-02,8.252,8.524,8.1,8.2,2215.2
2012-11-03,8.2,8.432,8.161,8.25,724.3
2012-11-04,8.25,8.39,8.175,8.34,880.07
2012-11-05,8.34,8.49,8.2,8.279,2817.65
2012-11-06,8.279,8.5,8.186,8.5,3311.93
2012-11-07,8.5,8.788,8.439,8.591,3012.44
2012-11-08,8.591,8.743,8.516,8.598,3443.65
2012-11-09,8.598,8.6,8.473,8.543,1932.68
2012-11-10,8.543,8.6,8.5,8.598,1116.25
2012-11-11,8.598,8.562,8.49,8.49,800.17
2012-11-12,8.49,8.788,8.49,8.7,5579.8
2012-11-13,8.7,8.74,8.61,8.74,1105.01
2012-11-14,8.74,8.76,8.65,8.74,1959.32
2012-11-15,8.74,8.904,8.6,8.661,4900.15
2012-11-16,8.661,9.25,8.695,9.101,4512.73
2012-11-17,9.101,9.25,9.085,9.215,1381.32
2012-11-18,9.215,9.22,8.91,9.093,1907.07
2012-11-19,9.093,9.161,8.93,9.08,6866.32
2012-11-20,9.08,9.25,9.01,9.102,3468.84
2012-11-21,9.102,9.25,9.1,9.101,2082.37
2012-11-22,9.101,9.535,9.16,9.401,4602.77
2012-11-23,9.401,9.5,9.259,9.486,1151.12
2012-11-24,9.486,9.5,9.345,9.5,1635.46
2012-11-25,9.5,9.57,9.38,9.498,2375.4
2012-11-26,9.498,9.819,9.4,9.449,5697.91
2012-11-27,9.449,9.52,9.2,9.331,3281.32
2012-11-28,9.331,9.75,9.281,9.501,3491.19
2012-11-29,9.501,9.73,9.5,9.729,2776.12
2012-11-30,9.729,9.801,9.5,9.66,2340.52
2012-12-01,9.66,9.729,9.5,9.69,1384.11
2012-12-02,9.69,9.699,9.51,9.53,1693.1
2012-12-03,9.53,9.73,9.507,9.623,2860.88
2012-12-04,9.623,10.12,9.67,10.03,9224.2
2012-12-05,10.03,10.4,10.01,10.21,2704.71
2012-12-06,10.21,10.7,10.12,10.32,3541.45
2012-12-07,10.32,10.62,10.07,10.4,6813.8
2012-12-08,10.4,10.58,10.1,10.29,1978.95
2012-12-09,10.29,10.45,10.2,10.32,1985.36
2012-12-10,10.32,10.43,10.32,10.38,3363.29
2012-12-11,10.38,10.68,10.3,10.56,2561.93
2012-12-12,10.56,10.76,10.5,10.53,3266.02
2012-12-13,10.53,10.79,10.5,10.54,1986.44
2012-12-14,10.54,10.8,10.09,10.54,5351.75
2012-12-15,10.54,10.54,10.29,10.4,1149.61
2012-12-16,10.4,10.52,10,10.23,2241.79
