Date,Open,High,Low,Close,Volume
2014-03-07,481.13,484.76,451.28,463.74,1558.34
2014-03-08,463.74,464.86,444.7,455.7,671.87
2014-03-09,455.7,471.43,448.96,465.87,740.03
2014-03-10,465.87,467.37,451,456.49,781.25
2014-03-11,456.49,462.26,451.18,459.89,629.86
2014-03-12,459.89,470,456.03,459.04,793.05
2014-03-13,459.04,468.18,458.19,464.64,578.85
2014-03-14,464.64,467.12,455.85,458.52,645.11
2014-03-15,458.52,465.2,453.62,460.14,387.39
2014-03-16,460.14,461.44,456.98,459.13,190.85
2014-03-17,459.13,461.11,447.72,449.52,653.56
2014-03-18,449.52,455.54,435.11,445.54,1091.77
2014-03-19,445.54,451.08,436.61,442.94,735.54
2014-03-20,442.94,443.38,420,426.41,917.45
2014-03-21,426.41,440.15,412.08,416.32,1253.84
2014-03-22,416.32,419.51,400.45,414.39,825.03
2014-03-23,414.39,417.88,408.21,411.78,317.1
2014-03-24,411.78,430.65,403.9,422.58,1013.01
2014-03-25,422.58,429.66,415.31,422.81,780.52
2014-03-26,422.81,428.37,415.48,425.07,982.37
2014-03-27,425.07,426.11,361.18,368.74,2459.64
2014-03-28,368.74,394.52,360.25,373.04,1586.3
2014-03-29,373.04,380.62,363.1,364.35,548.18
2014-03-30,364.35,366.8,323.02,339.86,1613.49
2014-03-31,339.86,356.19,323.34,335.11,1043.77
2014-04-01,335.11,439.06,331.44,357.65,1779.5
2014-04-02,357.65,369.98,319.33,321.96,2066.05
2014-04-03,321.96,339.17,306.69,326.56,1519.19
2014-04-04,326.56,338.34,317.72,331.41,925.44
2014-04-05,331.41,337.04,325.86,336.7,416.86
2014-04-06,336.7,345.06,331.28,336.82,394.57
2014-04-07,336.82,338.27,325.17,331.75,795.16
2014-04-08,331.75,338.18,330.1,332.24,756.98
2014-04-09,332.24,335.81,325.19,325.74,947.88
2014-04-10,325.74,325.69,270.96,275.98,2916.07
2014-04-11,275.98,314.84,252.57,306.21,3098.42
2014-04-12,306.21,319.97,305.83,310,638.76
2014-04-13,310,311.14,288.64,302.83,831.43
2014-04-14,302.83,338.76,296.01,335.33,2595.15
2014-04-15,335.33,379.58,310.99,376.87,2990.67
2014-04-16,376.87,398.89,351.16,377.08,2898.1
2014-04-17,377.08,381.34,350.11,364.31,1725.69
2014-04-18,364.31,366.16,344.59,352.06,824.97
2014-04-19,352.06,365.42,346,363.17,816.78
2014-04-20,363.17,370.27,353.23,363.76,336.05
2014-04-21,363.76,369.25,357.12,360.13,410.96
2014-04-22,360.13,363.33,351.56,353.78,412.5
2014-04-23,353.78,359.51,351.63,355.88,666.04
2014-04-24,355.88,360.08,350.57,359.33,785.11
2014-04-25,359.33,361.08,315.93,337.72,1954.86
2014-04-26,337.72,339.52,327.44,331.96,782.89
2014-04-27,331.96,334.56,317.44,319.1,626.05
2014-04-28,319.1,327.77,307.2,319.6,1223
2014-04-29,319.6,327.38,312.22,322.34,1365.97
2014-04-30,322.34,327.72,316.64,324.54,933.42
2014-05-01,324.54,334.78,321.45,332.38,737.38
2014-05-02,332.38,332.66,321.54,326.36,755.09
2014-05-03,326.36,326.91,310.93,316.09,629.34
2014-05-04,316.09,318.55,311.23,315.18,191.72
2014-05-05,315.18,319.7,308.87,311.73,761.14
2014-05-06,311.73,315.06,305,310.39,900.75
2014-05-07,310.39,324.79,309,318.25,1213.25
2014-05-08,318.25,323.41,314.77,319.2,779.21
2014-05-09,319.2,331.97,317.17,327.29,1112
2014-05-10,327.29,330.89,325.88,328.95,329.23
2014-05-11,328.95,330.53,314.43,319.06,684.81
2014-05-12,319.06,323.19,315.13,320.34,625.89
2014-05-13,320.34,321.74,315.64,320,684.78
2014-05-14,320,326.49,318.91,324.69,810.77
2014-05-15,324.69,330.21,322.33,327.55,675.29
2014-05-16,327.55,329.61,325.38,327.82,439.92
2014-05-17,327.82,329.52,325.73,329.19,174.42
2014-05-18,329.19,328.48,323.22,325.29,193.87
2014-05-19,325.29,328.47,323.06,325.78,437.1
2014-05-20,325.78,363.29,324.93,354.09,2021.46
2014-05-21,354.09,363.15,351.76,358.95,815.66
2014-05-22,358.95,387.2,355.91,381.03,2092.94
2014-05-23,381.03,402.57,375.43,382.72,1989
2014-05-24,382.72,389.11,379.62,385.7,507.57
2014-05-25,385.7,427.75,385.22,418.97,2041.75
2014-05-26,418.97,430.82,413.58,426.03,1200.32
2014-05-27,426.03,434.71,400.52,421.19,2420.21
2014-05-28,421.19,425.9,415.24,422.29,1095.51
2014-05-29,422.29,425.84,413.03,417.76,829.33
2014-05-30,417.76,455.91,416.47,451.36,1814.43
2014-05-31,451.36,456.82,444.14,456.74,533.66
2014-06-01,456.74,491.03,445.41,464.27,1853.14
2014-06-02,464.27,488.26,451.1,481.23,1664.81
2014-06-03,481.23,494.64,476.12,491.99,1553.94
2014-06-04,491.99,493.33,460.58,476.13,1687.56
2014-06-05,476.13,490.62,470.25,487.33,1244.59
2014-06-06,487.33,487.56,475.18,480.69,910.18
2014-06-07,480.69,481.97,470.9,480.76,556.79
2014-06-08,480.76,483.51,479.39,480.63,207.39
2014-06-09,480.63,482.12,471.36,475.19,696.44
2014-06-10,475.19,482.16,473.03,477.9,842.53
2014-06-11,477.9,480.69,459.15,463.14,1445.06
2014-06-12,463.14,467.71,405.04,420.97,3195.91
2014-06-13,420.97,454.22,419.33,436.01,2723.23
2014-06-14,436.01,439.23,398.27,419.62,2103.84
2014-06-15,419.62,437.32,407.21,432.51,1489.69
2014-06-16,432.51,452.03,429.57,439.42,1820.85
2014-06-17,439.42,449.8,430.52,446.32,1389.76
2014-06-18,446.32,455.55,444.69,446.48,988.36
2014-06-19,446.48,447.82,436.29,438.55,719.05
2014-06-20,438.55,440.81,422.19,437.19,1074.48
2014-06-21,437.19,438.3,429.68,438.04,403.19
2014-06-22,438.04,452.19,427.07,448.14,680.48
2014-06-23,448.14,442.29,429.38,431.94,846.91
2014-06-24,431.94,433.66,416.53,426.56,808.01
2014-06-25,426.56,426.45,409.34,412.46,1423.11
2014-06-26,412.46,426.23,410.47,425.66,696.61
2014-06-27,425.66,438.66,422.62,437.22,1457.21
2014-06-28,437.22,441.98,432.6,437.1,553.9
2014-06-29,437.1,438.96,432.04,438.91,268.36
2014-06-30,438.91,476.45,435.2,463.96,2662.34
2014-07-01,463.96,480,462.93,467.41,1755.48
2014-07-02,467.41,478.09,463.45,472.51,990.41
2014-07-03,472.51,473.2,463.25,467.91,607.78
2014-07-04,467.91,471.26,457.26,463.17,1051.94
2014-07-05,463.17,465.04,460.27,461.95,314.9
2014-07-06,461.95,468.76,460.86,465.4,360.99
2014-07-07,465.4,466.69,451.11,457.89,1174.43
2014-07-08,457.89,467.68,436.13,457.56,610.15
2014-07-09,457.56,460.44,455.16,457.46,509.88
2014-07-10,457.46,458.74,445.35,451.97,909.03
2014-07-11,451.97,465.33,451.15,463.24,839.1
2014-07-12,463.24,468.95,462.87,467.03,321.16
2014-07-13,467.03,468.48,460.79,461.7,384.55
2014-07-14,461.7,463.85,454.04,454.32,611.61
2014-07-15,454.32,460,454.15,458.13,552.07
2014-07-16,458.13,459.51,454,456.43,588.4
2014-07-17,456.43,464.71,451.68,460,972.8
2014-07-18,460,464.32,457.13,462.86,639.96
2014-07-19,462.86,464.54,459.88,462.08,323.69
2014-07-20,462.08,462.41,457.46,458.55,302.65
2014-07-21,458.55,460.03,455.69,456.38,469.92
2014-07-22,456.38,462,456.08,460.57,445.34
2014-07-23,460.57,462.72,458.88,459.44,467.38
2014-07-24,459.44,460.51,440.3,448.24,1570.13
2014-07-25,448.24,453.71,442.89,449.51,634.92
2014-07-26,449.51,452.17,444.26,445.81,435.29
2014-07-27,445.81,449.03,442.44,443.78,234.97
2014-07-28,443.78,446.45,426.2,439.12,1206.2
2014-07-29,439.12,442.72,434.74,436.82,712.12
2014-07-30,436.82,437.4,420.21,421.2,1185.45
2014-07-31,421.2,440.24,418.42,436.27,1282.28
2014-08-01,436.27,453.65,434.13,445.47,1362.1
2014-08-02,445.47,447.19,437.86,440.63,438.63
2014-08-03,440.63,440.76,433.07,436.27,535.06
2014-08-04,436.27,443.75,434.34,437.92,756.81
2014-08-05,437.92,440.51,432.97,435.38,822.78
2014-08-06,435.38,439.1,433.08,434.24,766.18
2014-08-07,434.24,443.32,434.07,439.06,653.61
2014-08-08,439.06,445.96,436.92,440.93,783.2
2014-08-09,440.93,442.02,437.36,438.74,265.57
2014-08-10,438.74,443.2,437.31,438.43,374.8
2014-08-11,438.43,441.82,426.58,430.67,834.11
2014-08-12,430.67,434.37,425,428.29,849.55
2014-08-13,428.29,430.21,395.32,411.11,2206.04
2014-08-14,411.11,411.86,371.73,382.63,2249.91
2014-08-15,382.63,393.1,373.81,376.9,1272.39
2014-08-16,376.9,399.24,370,396.28,1243.19
2014-08-17,396.28,399.03,372.04,376.43,919.32
2014-08-18,376.43,383.89,337.73,351.65,2952.18
2014-08-19,351.65,379.48,342.49,370,2119.52
2014-08-20,370,400.93,356.8,393.18,2307.71
2014-08-21,393.18,407.5,389.15,395.87,1657.51
2014-08-22,395.87,398.76,381.23,392.57,1583.72
2014-08-23,392.57,393.33,376.3,379.74,748.02
2014-08-24,379.74,391.28,378.79,388,586.55
2014-08-25,388,390.6,380.1,382.03,755.5
2014-08-26,382.03,391.82,380.31,388.19,1006.86
2014-08-27,388.19,396.13,385.24,387.64,1260.42
2014-08-28,387.64,391.15,380.33,382.91,1120.84
2014-08-29,382.91,389.96,377.35,386.6,823.99
2014-08-30,386.6,387.47,381.78,384.2,476.27
2014-08-31,384.2,385.67,361.28,368.43,1179.77
2014-09-01,368.43,375.25,361.31,364.22,1012.99
2014-09-02,364.22,369.97,360.16,361.35,905.34
2014-09-03,361.35,368.19,355.74,361.6,955.24
2014-09-04,361.6,380.08,360.17,379.72,1228.2
2014-09-05,379.72,380.57,369.3,369.91,836.54
2014-09-06,369.91,376.16,369.53,371.31,347.17
2014-09-07,371.31,373.29,368.74,371.31,402.66
2014-09-08,371.31,371.39,356.9,365.21,1526.43
2014-09-09,365.21,368.24,360.13,366.01,1143.75
2014-09-10,366.01,377.99,363.35,368.35,1434.43
2014-09-11,368.35,372.26,364.64,369.29,765.02
2014-09-12,369.29,369.45,362.53,367.49,620.37
2014-09-13,367.49,369.23,363.1,365.85,448.62
2014-09-14,365.85,370.02,363.56,364.67,481.73
2014-09-15,364.67,369.72,361.11,363.43,1028.87
2014-09-16,363.43,368.05,357.58,359.56,997.54
2014-09-17,359.56,361.35,346.48,353.98,1340.24
2014-09-18,353.98,353.42,319.2,331.25,2912.88
2014-09-19,331.25,333.17,295.31,308.98,3294.97
2014-09-20,308.98,336.6,303.61,320.71,2058.87
2014-09-21,320.71,322.27,306.19,311.72,1266.7
2014-09-22,311.72,318.62,308.77,312.12,1249.47
2014-09-23,312.12,352.38,306.54,340.77,3137.07
2014-09-24,340.77,345.22,325.12,328.27,1920.32
2014-09-25,328.27,332.23,314.72,319.65,1629.47
2014-09-26,319.65,322.27,310.34,318.65,1403.27
2014-09-27,318.65,320.51,312.79,314.83,543.78
2014-09-28,314.83,316.83,291.26,296.87,1397.4
2014-09-29,296.87,303.74,290.02,291.7,1954.11
2014-09-30,291.7,313.12,290.69,307.35,1775.78
2014-10-01,307.35,312.06,298.12,303.39,1485.6
2014-10-02,303.39,306.84,293.56,294.37,1295.4
2014-10-03,294.37,298.3,280.62,284.22,1621.71
2014-10-04,284.22,290.09,256.85,263.45,2427.14
2014-10-05,263.45,274.77,226.06,258.56,6345.57
2014-10-06,258.56,283.27,238.43,261.62,5205.79
2014-10-07,261.62,273.28,257.07,263.13,2115.89
2014-10-08,263.13,283.49,259.35,280.45,2987.36
2014-10-09,280.45,310.8,277.54,283.47,5054.99
2014-10-10,283.47,300.27,279.36,285.52,2273.58
2014-10-11,285.52,292.06,279.1,288.56,1099.12
2014-10-12,288.56,301.01,283.05,298.47,1212.19
2014-10-13,298.47,306.76,291.28,306.11,2436.77
2014-10-14,306.11,325.66,302.26,316.85,2527.51
2014-10-15,316.85,319.49,301.94,310.88,2174.54
2014-10-16,310.88,311.3,288.88,300.26,2520.41
2014-10-17,300.26,301.55,292.36,299.53,1185.92
2014-10-18,299.53,310,296.15,306.62,934.36
2014-10-19,306.62,309.15,301.16,304.33,670.23
2014-10-20,304.33,306.42,297.79,299.2,1119.57
2014-10-21,299.2,308.76,297.16,302.46,1441.45
2014-10-22,302.46,305.14,298.67,301.09,1071.97
2014-10-23,301.09,302.65,281.02,283.53,2456.36
2014-10-24,283.53,289.68,279.07,282.96,1249.04
2014-10-25,282.96,286.35,265.15,276.64,1680.7
2014-10-26,276.64,286.85,273.44,281.63,741.28
2014-10-27,281.63,285.16,279.87,280.74,1154.22
2014-10-28,280.74,285.51,278.68,281.89,1142.75
2014-10-29,281.89,282,266.15,268.03,1943.71
2014-10-30,268.03,277.93,265.57,274.1,2243.33
2014-10-31,274.1,276.46,268.01,270.01,1175.58
2014-11-01,270.01,271.4,256.47,260.08,1555.44
2014-11-02,260.08,264.93,255.41,259.84,1027.75
2014-11-03,259.84,266.29,258.16,260.64,1529.17
2014-11-04,260.64,265.32,255.39,261.41,2219.48
2014-11-05,261.41,275.22,260.57,269.98,2024.68
2014-11-06,269.98,282.81,269.06,278.41,2365.11
2014-11-07,278.41,281.15,272.28,274.3,1517.89
2014-11-08,274.3,276.61,270.09,275,1006.06
2014-11-09,275,287,273.05,286.67,1343.15
2014-11-10,286.67,299,282.04,290.72,2404.23
2014-11-11,290.72,296.12,287.94,293.86,1524.37
2014-11-12,293.86,335.65,292.84,326.18,4533.98
2014-11-13,326.18,354.42,303.22,331.74,6232.51
2014-11-14,331.74,332.04,303.88,318.33,3069.83
2014-11-15,318.33,324.33,296.15,306.19,1690.7
2014-11-16,306.19,315.79,301,309.99,1311.73
2014-11-17,309.99,325.55,304.23,311.34,3329.01
2014-11-18,311.34,316.01,299.15,302.93,2248.59
2014-11-19,302.93,310.78,299.92,303.89,1735.77
2014-11-20,303.89,305,284.47,285.82,2376.19
2014-11-21,285.82,290.52,277.13,284.05,2065.34
2014-11-22,284.05,294.5,283.06,287.06,1524.23
2014-11-23,287.06,300.64,284.82,296.2,1495.49
2014-11-24,296.2,310.88,294.09,304.58,3287.83
2014-11-25,304.58,313.18,300.1,301.42,3122.16
2014-11-26,301.42,303.14,292.67,294.48,2983.5
2014-11-27,294.48,300.05,293.64,296.01,1532.34
2014-11-28,296.01,306.48,290.09,302.66,3588.63
2014-11-29,302.66,310.38,299.29,303.46,1707.73
2014-11-30,303.46,305.21,299.48,301.01,970.8
2014-12-01,301.01,306.04,300.11,303.48,1902.63
2014-12-02,303.48,307.86,299.55,304.56,2298.43
2014-12-03,304.56,307.28,301.02,304.18,1550.75
2014-12-04,304.18,307.16,298.74,298.84,2067.44
2014-12-05,298.84,305.06,296.11,304.78,1725.58
2014-12-06,304.78,305,301.12,302.93,724.47
2014-12-07,302.93,304.78,301.75,303.87,618.86
2014-12-08,303.87,304.26,295.09,296.66,1832.88
2014-12-09,296.66,297.24,278.62,285.88,3603.08
2014-12-10,285.88,286.36,281.69,282.45,1765.79
2014-12-11,282.45,291.75,275.45,283.64,2823.66
2014-12-12,283.64,288.49,282.11,286.24,1277.94
2014-12-13,286.24,286.69,280,282.45,1100.69
2014-12-14,282.45,287.94,278.29,284.19,1036.93
2014-12-15,284.19,287.56,280.27,280.63,1640.13
2014-12-16,280.63,282.24,265.01,267.19,3016.51
2014-12-17,267.19,268.49,256.56,261.87,3113.99
2014-12-18,261.87,445.74,245.08,255.21,2926.08
2014-12-19,255.21,263.37,252.31,260.94,2543.16
2014-12-20,260.94,271.69,258.67,268.97,2283.57
2014-12-21,268.97,269.43,262,262.84,980.53
2014-12-22,262.84,272.59,261.05,271.15,2232.73
2014-12-23,271.15,276.34,269.45,274.81,1937.98
2014-12-24,274.81,276.15,261.86,264.68,1497.13
2014-12-25,264.68,266.64,260.95,261.75,818.29
2014-12-26,261.75,272.16,260.72,270.56,926.37
2014-12-27,270.56,271.17,258.09,261.34,1029.77
2014-12-28,261.34,268.01,256.84,262.25,623.6
2014-12-29,262.25,264.19,257.85,258.82,1512.1
2014-12-30,258.82,262.54,256.56,257.04,1616.15
2014-12-31,257.04,265,256.76,264.93,835.31
2015-01-01,264.93,266.48,260.23,262.66,465.94
2015-01-02,262.66,266.12,260.91,264.51,1173.7
2015-01-03,264.51,264.92,241.1,241.29,2380.75
2015-01-04,241.29,245.08,220.62,223.06,3956.5
2015-01-05,223.06,235.71,222.59,229.58,4015.72
2015-01-06,229.58,244.93,228.33,241.68,3829.76
2015-01-07,241.68,255.61,237.17,250.05,3759.93
2015-01-08,250.05,250.46,240.38,241.72,2843.61
2015-01-09,241.72,249.06,239.02,246.2,3031.36
2015-01-10,246.2,247.49,232.02,234.06,2231.43
2015-01-11,234.06,237.56,222.94,228.02,1867.43
2015-01-12,228.02,232.38,225,227.09,2507.4
2015-01-13,227.09,227.37,188.64,192.31,9390.97
2015-01-14,192.31,194.95,146.2,149.91,13074.74
2015-01-15,149.91,198.53,148.65,183.81,12179.42
2015-01-16,183.81,193.12,175.03,179.94,6338.53
2015-01-17,179.94,184.93,171.98,174.43,2982.15
2015-01-18,174.43,191.55,170.16,182.05,4586.94
2015-01-19,182.05,189.03,180.11,188.12,3450.04
2015-01-20,188.12,188.16,179.04,183.91,4885.32
2015-01-21,183.91,199.02,183.25,196.88,5319.23
2015-01-22,196.88,207.82,194.66,204.59,6329.76
2015-01-23,204.59,209.68,198.16,207.79,4280.8
2015-01-24,207.79,223.05,204.63,220.42,3584.18
2015-01-25,220.42,230.39,217.26,227.59,3729.84
2015-01-26,227.59,274.6,223.76,239.97,10764.38
2015-01-27,239.97,245.73,222.2,232.93,5885.89
2015-01-28,232.93,237.54,205.39,212.53,5381.28
2015-01-29,212.53,214.02,196.11,206.19,6071.92
2015-01-30,206.19,215.21,202,206.03,3187.76
2015-01-31,206.03,208.92,193.08,194.22,2749.25
2015-02-01,194.22,209.97,188.04,200.84,4507.48
2015-02-02,200.84,213,198.03,209.9,4967.16
2015-02-03,209.9,217.43,198.01,200.75,6996.58
2015-02-04,200.75,203.53,194.09,201.25,4241.77
2015-02-05,201.25,203.47,189.2,191.22,3440.25
2015-02-06,191.22,199.59,189.29,197.3,3871.19
2015-02-07,197.3,204.94,195,200.4,2162.72
2015-02-08,200.4,203,195,197.04,1808.59
2015-02-09,197.04,198.43,191.32,194.91,3687.35
2015-02-10,194.91,197.09,190.15,195.5,3157.02
2015-02-11,195.5,198.38,193.16,195.18,3115.44
2015-02-12,195.18,196.99,193.34,196.04,2306.53
2015-02-13,196.04,208.72,194.48,203.58,5351.36
2015-02-14,203.58,223.01,201.37,222.03,4156.56
2015-02-15,222.03,228.27,199.97,204.96,4842.61
2015-02-16,204.96,211.38,200.07,208.17,3443.5
2015-02-17,208.17,215.83,205.02,213.72,3937.27
2015-02-18,213.72,214.92,204.12,206.45,3698
2015-02-19,206.45,214,206.05,212.92,2858.28
2015-02-20,212.92,218.9,210.46,214.86,3494.85
2015-02-21,214.86,215.79,212.74,214.21,1184.77
2015-02-22,214.21,215.84,205.81,207.61,2186.3
2015-02-23,207.61,212.76,206.14,211.16,2479.93
2015-02-24,211.16,213.8,208.3,209.32,3002.6
2015-02-25,209.32,211.92,207.04,209.91,2488.05
2015-02-26,209.91,211.75,205.98,210.06,2388.87
2015-02-27,210.06,224.54,209.18,221.5,4762.3
2015-02-28,221.5,222.69,214.28,220.78,1589.25
2015-03-01,220.78,225.15,214.86,224.59,2096.98
2015-03-02,224.59,246.42,221.62,242.72,5935.82
2015-03-03,242.72,252.11,233.39,247.94,6050.31
2015-03-04,247.94,259.75,239.62,245.42,6548.72
2015-03-05,245.42,254.29,234.14,248.4,5032.6
2015-03-06,248.4,253.81,243.36,248.74,3283.33
2015-03-07,248.74,254.96,247.54,252.96,1437.79
2015-03-08,252.96,254.1,248.03,251.39,1222.87
2015-03-09,251.39,268.73,245.07,265.39,4206.92
2015-03-10,265.39,277.81,264.26,270.87,5624.14
2015-03-11,270.87,280.24,269.46,278.72,3332.49
2015-03-12,278.72,281.88,275.03,278.62,3480.65
2015-03-13,278.62,279.44,267.79,273.38,3231.34
2015-03-14,273.38,274.67,268.05,269.87,1917.11
2015-03-15,269.87,275.63,268.17,273.1,1164.99
2015-03-16,273.1,279.85,272.26,275.27,2623.24
2015-03-17,275.27,277.5,268.47,270.05,2651.16
2015-03-18,270.05,273.09,234.26,242.09,7511.85
2015-03-19,242.09,253.4,235.69,249.41,5427.41
2015-03-20,249.41,253.44,241.11,245.53,2687.13
2015-03-21,245.53,247,238.54,242.62,1418.52
2015-03-22,242.62,250.87,240.9,249.25,1875.67
2015-03-23,249.25,252.32,241.06,244.26,3596.22
2015-03-24,244.26,245.48,226.29,230.44,4065.53
2015-03-25,230.44,230.45,218.81,226.8,3998.24
2015-03-26,226.8,235.47,224.1,230.54,3354.86
2015-03-27,230.54,231.96,226.76,228.33,1997.5
2015-03-28,228.33,234.97,227.32,232.46,1550.99
2015-03-29,232.46,233.02,220.95,224.16,1853.71
2015-03-30,224.16,232.09,220.2,229.01,3117.24
2015-03-31,229.01,231.85,226.12,228.45,2709.68
2015-04-01,228.45,230.11,223.96,228.92,3631.54
2015-04-02,228.92,235.09,226.93,232.73,3044.52
2015-04-03,232.73,236.28,229.7,231.86,2725.23
2015-04-04,231.86,233.44,228.33,232.63,1189.63
2015-04-05,232.63,236.76,230.46,235.99,1093.3
2015-04-06,235.99,237.22,230.28,231.88,1241.84
2015-04-07,231.88,235.62,228.46,233.17,2744.12
2015-04-08,233.17,235.16,225.15,227.42,4270.92
2015-04-09,227.42,229.8,222.21,227.87,3015.33
2015-04-10,227.87,228.91,220.38,223.16,2999.46
2015-04-11,223.16,226.13,221.09,223.09,1404.71
2015-04-12,223.09,225.01,220.24,223.43,1154.43
2015-04-13,223.43,224.99,210.16,214.13,3479.57
2015-04-14,214.13,215.34,204.09,206.47,4286.28
2015-04-15,206.47,214.59,206.1,210.04,3276.79
2015-04-16,210.04,215.27,209.15,213.06,2490.16
2015-04-17,213.06,213.75,206.4,208.69,2009.51
2015-04-18,208.69,210.31,205.91,207.21,1123.86
2015-04-19,207.21,211.57,206.54,208.09,924
2015-04-20,208.09,211.54,206.36,208.81,3344.19
2015-04-21,208.81,220.03,208.46,218.21,3774.43
2015-04-22,218.21,221.11,215.87,217.41,3258.28
2015-04-23,217.41,219.87,213.86,215.84,3115.51
2015-04-24,215.84,217.3,211.14,213.22,2482.8
2015-04-25,213.22,214.08,207.26,208.06,1544.99
2015-04-26,208.06,208.87,198.96,203.44,3128.04
2015-04-27,203.44,215.55,201.7,209.8,3517.25
2015-04-28,209.8,211.7,204.07,206.8,2861.65
2015-04-29,206.8,218.17,202.89,204.71,3247.94
2015-04-30,204.71,214,203.01,210.57,4735.93
2015-05-01,210.57,213.07,207.48,208.28,1663.56
2015-05-02,208.28,211.81,207.02,210.85,1091.66
2015-05-03,210.85,217.01,208.82,213.42,2062.62
2015-05-04,213.42,217.21,210.6,213.51,2954.16
2015-05-05,213.51,214.79,208.2,210.78,4391.75
2015-05-06,210.78,212.03,202.18,203.68,4108.45
2015-05-07,203.68,213.86,201.72,210.71,4644.45
2015-05-08,210.71,218.21,208.61,212.64,3838.87
2015-05-09,212.64,217.88,211.48,214.76,1191.08
2015-05-10,214.76,216.91,211.69,212.96,1202.39
2015-05-11,212.96,217.67,212.02,215.37,3225.81
2015-05-12,215.37,216.07,213.19,215.17,2421.77
2015-05-13,215.17,216.4,207.52,208.8,3311.7
2015-05-14,208.8,210.9,205.45,208.62,2886.27
2015-05-15,208.62,210.28,206.63,209.02,2808.83
2015-05-16,209.02,209.12,205.05,206.4,1641.68
2015-05-17,206.4,208.07,204.34,205.24,1765.42
2015-05-18,205.24,208.24,202.95,203.18,3131
2015-05-19,203.18,208.88,203,205.05,2871.41
2015-05-20,205.05,210.07,204.45,207.69,2585.94
2015-05-21,207.69,211.43,204.47,209.3,2879.1
2015-05-22,209.3,215.38,208.12,212.33,3257.17
2015-05-23,212.33,215.37,210.02,210.32,1821.39
2015-05-24,210.32,215.06,208.73,214.14,1248.5
2015-05-25,214.14,215.38,209.36,212.64,1638.37
2015-05-26,212.64,215.56,211.12,214.45,2747.07
2015-05-27,214.45,216.09,211.96,213.85,2635.52
2015-05-28,213.85,216.36,212.26,215.37,2393.39
2015-05-29,215.37,216.56,212.88,214.45,3176.84
2015-05-30,214.45,214.88,210.47,212.07,1588.39
2015-05-31,212.07,212.73,207.64,208.44,1834.33
2015-06-01,208.44,211.71,202.61,204.19,4506.56
2015-06-02,204.19,209.21,202.52,203.87,3674.29
2015-06-03,203.87,205.78,197.6,200.36,4300.85
2015-06-04,200.36,202.77,197.5,198.8,3348.23
2015-06-05,198.8,203.93,196.92,201.32,4092.42
2015-06-06,201.32,202.44,199.8,201.93,1042.66
2015-06-07,201.93,203.36,199.94,200.78,971.91
2015-06-08,200.78,203.67,199.98,201.32,3965.79
2015-06-09,201.32,204.77,200.11,202.36,3608.06
2015-06-10,202.36,203.29,200.42,201.83,2472.57
2015-06-11,201.83,204.57,194.52,203.29,4022.44
2015-06-12,203.29,207.38,202.3,203.61,2380.7
2015-06-13,203.61,204.56,201.01,203.64,1668.99
2015-06-14,203.64,205.77,202.51,205.2,1422.84
2015-06-15,205.2,209.78,204.37,208.27,3925.86
2015-06-16,208.27,221.76,207.55,217.11,7125.96
2015-06-17,217.11,225.16,213.65,216.64,6221.19
2015-06-18,216.64,220.99,213.09,217.31,4854.59
2015-06-19,217.31,219.98,214.27,215.11,3865.94
2015-06-20,215.11,215.51,210.12,214.45,2299.55
2015-06-21,214.45,215.51,211.2,213.61,1806.19
2015-06-22,213.61,217.55,212.74,216.92,4139.99
2015-06-23,216.92,218.45,215.44,217.07,3785.6
2015-06-24,217.07,217.5,214.16,214.95,3000.51
2015-06-25,214.95,216.68,213.91,215.5,2868.89
2015-06-26,215.5,217.52,214.37,217.06,2402.17
2015-06-27,217.06,224.89,215.63,223.52,3616.53
2015-06-28,223.52,226.52,221.09,225.78,3495.59
2015-06-29,225.78,230.14,223.9,229.24,5190.68
2015-06-30,229.24,240.73,228.06,237.18,8088.63
2015-07-01,237.18,237.91,228.9,233.67,5820.94
2015-07-02,233.67,236.32,228.86,229.79,4593.52
2015-07-03,229.79,232.02,227.49,231.16,4173.39
2015-07-04,231.16,235.03,229.11,234.33,2330.94
2015-07-05,234.33,247.45,232.27,244.46,7023.22
2015-07-06,244.46,252.04,242,244.22,7629.36
2015-07-07,244.22,247.73,240.7,242.82,4827.8
2015-07-08,242.82,248.94,240.45,243.81,5258.67
2015-07-09,243.81,247.36,241.42,245,5081.09
2015-07-10,245,265.3,242.73,256.45,12501.18
2015-07-11,256.45,267.12,254.63,262.05,4801.17
2015-07-12,262.05,281.32,261.67,278.88,7145.05
2015-07-13,278.88,279.5,250.29,264.02,9666.93
2015-07-14,264.02,267.91,258.68,260.87,3925.41
2015-07-15,260.87,266.38,258.68,259.23,4153.39
2015-07-16,259.23,265.96,250.85,254.96,6383.55
2015-07-17,254.96,258.35,248.6,257.2,3917.37
2015-07-18,257.2,259.68,249.99,254.26,2444.7
2015-07-19,254.26,255.89,251.06,252.7,1838.53
2015-07-20,252.7,256.21,250.44,255,3031
2015-07-21,255,258.5,251.45,251.98,3569.79
2015-07-22,251.98,254.89,250.68,253.17,3330.88
2015-07-23,253.17,253.97,250.67,251.5,3020.78
2015-07-24,251.5,261.49,250.42,260.92,5283.21
2015-07-25,260.92,264.22,258.46,262.29,2109.67
2015-07-26,262.29,265.3,260.24,263.94,2148.63
2015-07-27,263.94,266.11,255.96,263.33,4717.52
